fg%;3p%;ft%;orb;drb;trb;ast;stl;blk;tov;pts;ts%;efg%;3par;ftr;orb%;drb%;trb%;ast%;stl%;blk%;tov%;usg%;ortg;drtg;team;team_opp;total_opp;season;date;won
0.439;0.326;0.742;11.0;38.0;49.0;21.0;8.0;10.0;15.0;109.0;0.57;0.524;0.524;0.378;23.9;71.7;49.5;58.3;8.1;18.9;13.6;100.0;111.0;109.0;MIN;POR;107;2022;25/01/2022;True
0.394;0.39;0.85;15.0;35.0;50.0;26.0;4.0;2.0;14.0;107.0;0.52;0.479;0.436;0.213;28.3;76.1;50.5;70.3;4.1;5.1;12.0;100.0;109.0;111.0;POR;MIN;109;2022;25/01/2022;False
0.347;0.333;0.708;12.0;37.0;49.0;20.0;9.0;2.0;15.0;99.0;0.469;0.432;0.505;0.253;19.7;88.1;47.6;60.6;8.6;4.4;12.4;100.0;94.1;112.2;GSW;MIL;118;2022;13/01/2022;False
0.512;0.439;0.667;5.0;49.0;54.0;29.0;10.0;7.0;16.0;118.0;0.628;0.616;0.477;0.209;11.9;80.3;52.4;65.9;9.5;14.9;14.6;100.0;112.2;94.1;MIL;GSW;99;2022;13/01/2022;True
0.419;0.167;0.8;10.0;27.0;37.0;21.0;10.0;5.0;17.0;91.0;0.48;0.436;0.209;0.233;22.2;69.2;44.0;58.3;10.1;7.4;15.2;100.0;92.1;110.3;NYK;CHO;109;2018;18/12/2017;False
0.489;0.45;0.875;12.0;35.0;47.0;30.0;10.0;6.0;19.0;109.0;0.573;0.54;0.227;0.182;30.8;77.8;56.0;69.8;10.1;8.8;16.7;100.0;110.3;92.1;CHO;NYK;91;2018;18/12/2017;True
0.432;0.4;0.816;7.0;36.0;43.0;21.0;9.0;4.0;9.0;115.0;0.588;0.519;0.432;0.469;16.7;81.8;50.0;60.0;9.2;6.2;8.4;100.0;117.7;95.2;OKC;MIA;93;2018;9/04/2018;True
0.46;0.227;0.571;8.0;35.0;43.0;21.0;6.0;4.0;15.0;93.0;0.499;0.489;0.253;0.161;18.2;83.3;50.0;52.5;6.1;8.7;13.9;100.0;95.2;117.7;MIA;OKC;115;2018;9/04/2018;False
0.362;0.4;0.739;14.0;33.0;47.0;18.0;6.0;9.0;12.0;95.0;0.456;0.415;0.266;0.245;25.9;66.0;45.2;52.9;6.1;11.5;10.3;100.0;96.5;114.8;GSW;DET;113;2016;16/01/2016;False
0.465;0.348;0.55;17.0;40.0;57.0;22.0;8.0;11.0;9.0;113.0;0.515;0.505;0.228;0.198;34.0;74.1;54.8;46.8;8.1;15.9;7.6;100.0;114.8;96.5;DET;GSW;95;2016;16/01/2016;True
0.477;0.313;0.829;13.0;38.0;51.0;19.0;5.0;2.0;13.0;121.0;0.597;0.535;0.372;0.407;31.0;88.4;60.0;46.3;5.1;2.9;11.4;100.0;122.4;111.3;BRK;NYK;110;2017;16/03/2017;True
0.466;0.167;0.962;5.0;29.0;34.0;20.0;6.0;4.0;7.0;110.0;0.553;0.483;0.205;0.295;11.6;69.0;40.0;48.8;6.1;7.4;6.6;100.0;111.3;122.4;NYK;BRK;121;2017;16/03/2017;False
0.48;0.282;0.867;9.0;32.0;41.0;23.0;5.0;1.0;5.0;118.0;0.564;0.536;0.398;0.153;20.5;82.1;49.4;48.9;5.1;1.9;4.6;100.0;121.4;125.5;OKC;WAS;122;2022;11/01/2022;False
0.54;0.333;0.739;7.0;35.0;42.0;29.0;3.0;7.0;8.0;122.0;0.628;0.603;0.379;0.264;17.9;79.5;50.6;61.7;3.1;11.9;7.6;100.0;125.5;121.4;WAS;OKC;118;2022;11/01/2022;True
0.362;0.25;0.875;7.0;43.0;50.0;15.0;8.0;5.0;7.0;83.0;0.426;0.404;0.34;0.085;12.5;86.0;47.2;44.1;8.2;8.5;6.7;100.0;85.0;88.0;BRK;MIL;86;2021;10/06/2021;False
0.378;0.194;0.632;7.0;49.0;56.0;12.0;3.0;8.0;10.0;86.0;0.437;0.411;0.344;0.211;14.0;87.5;52.8;35.3;3.1;12.9;9.2;100.0;88.0;85.0;MIL;BRK;83;2021;10/06/2021;True
0.522;0.368;0.8;5.0;45.0;50.0;38.0;5.0;8.0;7.0;122.0;0.619;0.598;0.413;0.163;11.6;91.8;54.3;79.2;5.0;11.9;6.6;100.0;122.0;98.0;TOR;CHI;98;2018;14/02/2018;True
0.429;0.167;0.8;4.0;38.0;42.0;17.0;5.0;6.0;6.0;98.0;0.491;0.451;0.264;0.22;8.2;88.4;45.7;43.6;5.0;11.1;5.7;100.0;98.0;122.0;CHI;TOR;122;2018;14/02/2018;False
0.5;0.407;0.75;10.0;37.0;47.0;32.0;7.0;13.0;11.0;111.0;0.584;0.563;0.307;0.182;22.2;71.2;48.5;72.7;7.3;24.1;10.4;100.0;116.0;106.6;IND;CLE;102;2021;10/05/2021;True
0.355;0.333;0.767;15.0;35.0;50.0;21.0;8.0;2.0;10.0;102.0;0.48;0.425;0.419;0.323;28.8;77.8;51.5;63.6;8.4;3.3;8.6;100.0;106.6;116.0;CLE;IND;111;2021;10/05/2021;False
0.398;0.393;0.81;18.0;34.0;52.0;21.0;7.0;10.0;10.0;106.0;0.494;0.454;0.286;0.214;31.6;68.0;48.6;53.8;7.3;18.9;8.5;100.0;110.5;114.7;BRK;GSW;110;2022;29/01/2022;False
0.408;0.311;0.889;16.0;39.0;55.0;24.0;8.0;8.0;10.0;110.0;0.519;0.48;0.459;0.184;32.0;68.4;51.4;60.0;8.3;11.4;8.6;100.0;114.7;110.5;GSW;BRK;106;2022;29/01/2022;True
0.461;0.278;0.5;11.0;36.0;47.0;27.0;10.0;7.0;13.0;94.0;0.494;0.489;0.202;0.157;24.4;80.0;52.2;65.9;10.7;13.7;12.0;100.0;100.2;92.7;MIL;SAS;87;2018;10/11/2017;True
0.425;0.31;0.909;9.0;34.0;43.0;23.0;8.0;6.0;18.0;87.0;0.513;0.481;0.363;0.138;20.0;75.6;47.8;67.6;8.5;8.5;17.5;100.0;92.7;100.2;SAS;MIL;94;2018;10/11/2017;False
0.494;0.474;0.889;10.0;25.0;35.0;28.0;3.0;5.0;9.0;112.0;0.616;0.598;0.437;0.103;25.6;64.1;44.9;65.1;3.5;9.3;9.0;100.0;128.9;134.6;LAC;BOS;117;2021;2/03/2021;False
0.488;0.5;0.739;14.0;29.0;43.0;25.0;6.0;4.0;8.0;117.0;0.609;0.581;0.372;0.267;35.9;74.4;55.1;59.5;6.9;8.2;7.7;100.0;134.6;128.9;BOS;LAC;112;2021;2/03/2021;True
0.458;0.364;0.792;8.0;35.0;43.0;23.0;9.0;4.0;12.0;107.0;0.572;0.53;0.398;0.289;17.4;81.4;48.3;60.5;9.3;6.9;11.4;100.0;110.8;121.2;DAL;CHI;117;2022;10/11/2021;False
0.506;0.484;0.857;8.0;38.0;46.0;26.0;9.0;2.0;11.0;117.0;0.615;0.59;0.348;0.157;18.6;82.6;51.7;57.8;9.3;4.0;10.4;100.0;121.2;110.8;CHI;DAL;107;2022;10/11/2021;True
0.421;0.158;0.526;16.0;50.0;66.0;22.0;9.0;5.0;15.0;96.0;0.464;0.453;0.4;0.2;28.6;80.6;55.9;55.0;8.6;10.4;12.7;100.0;91.5;95.4;DET;HOU;100;2018;22/03/2018;False
0.354;0.235;0.643;12.0;40.0;52.0;19.0;9.0;3.0;12.0;100.0;0.449;0.414;0.515;0.283;19.4;71.4;44.1;54.3;8.6;5.3;9.7;100.0;95.4;91.5;HOU;DET;96;2018;22/03/2018;True
0.519;0.472;0.957;8.0;22.0;30.0;25.0;9.0;3.0;16.0;123.0;0.675;0.623;0.444;0.284;21.6;66.7;42.9;59.5;9.3;6.0;14.9;100.0;127.6;132.8;IND;BOS;128;2022;1/04/2022;False
0.542;0.364;0.929;11.0;29.0;40.0;29.0;7.0;4.0;15.0;128.0;0.671;0.614;0.398;0.337;33.3;78.4;57.1;64.4;7.3;8.9;13.6;100.0;132.8;127.6;BOS;IND;123;2022;1/04/2022;True
0.465;0.261;0.615;5.0;23.0;28.0;22.0;9.0;4.0;13.0;94.0;0.512;0.5;0.267;0.151;12.2;74.2;38.9;55.0;9.3;6.9;12.4;100.0;97.3;137.7;CHI;SAS;133;2018;11/11/2017;False
0.6;0.667;0.813;8.0;36.0;44.0;33.0;5.0;6.0;13.0;133.0;0.723;0.706;0.318;0.188;25.8;87.8;61.1;64.7;5.2;9.5;12.4;100.0;137.7;97.3;SAS;CHI;94;2018;11/11/2017;True
0.452;0.406;0.75;10.0;34.0;44.0;21.0;4.0;2.0;12.0;106.0;0.539;0.522;0.344;0.129;20.0;77.3;46.8;50.0;4.1;3.3;10.9;100.0;108.2;116.4;ORL;PHI;114;2019;5/03/2019;False
0.472;0.393;0.905;10.0;40.0;50.0;28.0;10.0;4.0;11.0;114.0;0.58;0.534;0.315;0.236;22.7;80.0;53.2;66.7;10.2;6.6;10.1;100.0;116.4;108.2;PHI;ORL;106;2019;5/03/2019;True
0.543;0.44;0.556;10.0;40.0;50.0;20.0;3.0;1.0;20.0;104.0;0.612;0.611;0.309;0.111;26.3;83.3;58.1;45.5;3.1;1.7;19.1;100.0;108.1;121.6;CLE;SAC;117;2019;4/04/2019;False
0.495;0.368;0.7;8.0;28.0;36.0;28.0;12.0;3.0;6.0;117.0;0.577;0.567;0.392;0.103;16.7;73.7;41.9;58.3;12.5;5.4;5.6;100.0;121.6;108.1;SAC;CLE;104;2019;4/04/2019;True
0.552;0.55;0.9;7.0;29.0;36.0;30.0;16.0;3.0;15.0;116.0;0.635;0.615;0.23;0.115;19.4;93.5;53.7;62.5;16.4;5.5;14.1;100.0;119.3;110.0;MIL;GSW;107;2018;29/03/2018;True
0.547;0.5;1.0;2.0;29.0;31.0;26.0;10.0;7.0;18.0;107.0;0.656;0.613;0.267;0.2;6.5;80.6;46.3;63.4;10.3;10.4;18.1;100.0;110.0;119.3;GSW;MIL;116;2018;29/03/2018;False
0.455;0.263;0.68;11.0;28.0;39.0;18.0;6.0;4.0;14.0;107.0;0.54;0.511;0.432;0.284;24.4;75.7;47.6;45.0;6.0;6.7;12.4;100.0;107.6;131.7;MIL;PHO;131;2022;10/02/2022;False
0.567;0.3;0.69;9.0;34.0;43.0;35.0;10.0;2.0;8.0;131.0;0.637;0.617;0.333;0.322;24.3;75.6;52.4;68.6;10.1;4.0;7.2;100.0;131.7;107.6;PHO;MIL;107;2022;10/02/2022;True
0.457;0.415;0.793;7.0;36.0;43.0;24.0;6.0;4.0;10.0;124.0;0.592;0.549;0.446;0.315;14.9;80.0;46.7;57.1;5.7;6.9;8.7;100.0;118.6;115.7;SAC;POR;121;2022;20/10/2021;True
0.484;0.343;0.864;9.0;40.0;49.0;25.0;5.0;5.0;12.0;121.0;0.589;0.548;0.376;0.237;20.0;85.1;53.3;55.6;4.8;9.8;10.5;100.0;115.7;118.6;POR;SAC;124;2022;20/10/2021;False
0.543;0.455;0.778;1.0;32.0;33.0;23.0;7.0;3.0;13.0;117.0;0.658;0.636;0.407;0.222;3.0;76.2;44.0;52.3;7.1;5.4;12.8;100.0;118.5;119.5;POR;PHO;118;2021;13/05/2021;False
0.466;0.406;0.885;10.0;32.0;42.0;22.0;4.0;3.0;11.0;118.0;0.593;0.54;0.364;0.295;23.8;97.0;56.0;53.7;4.1;6.3;10.0;100.0;119.5;118.5;PHO;POR;117;2021;13/05/2021;True
0.539;0.387;0.875;10.0;35.0;45.0;21.0;2.0;4.0;16.0;115.0;0.664;0.618;0.408;0.316;32.3;77.8;59.2;51.2;2.2;8.5;15.6;100.0;126.3;118.6;UTA;HOU;108;2017;8/03/2017;True
0.443;0.25;0.75;10.0;21.0;31.0;22.0;9.0;4.0;8.0;108.0;0.559;0.494;0.405;0.506;22.2;67.7;40.8;62.9;9.9;8.9;7.6;100.0;118.6;126.3;HOU;UTA;115;2017;8/03/2017;False
0.442;0.333;0.839;17.0;30.0;47.0;26.0;10.0;4.0;19.0;112.0;0.562;0.5;0.349;0.36;38.6;73.2;55.3;68.4;10.0;8.9;16.0;100.0;111.7;103.8;PHO;CHI;104;2020;22/02/2020;True
0.434;0.368;0.857;11.0;27.0;38.0;18.0;11.0;7.0;25.0;104.0;0.564;0.518;0.458;0.253;26.8;61.4;44.7;50.0;11.0;12.5;21.3;100.0;103.8;111.7;CHI;PHO;112;2020;22/02/2020;False
0.395;0.192;0.781;10.0;34.0;44.0;19.0;13.0;4.0;17.0;98.0;0.49;0.424;0.302;0.372;21.3;85.0;50.6;55.9;12.4;7.8;14.5;100.0;93.6;106.0;GSW;SAC;111;2020;6/01/2020;False
0.481;0.5;0.783;6.0;37.0;43.0;27.0;10.0;3.0;22.0;111.0;0.609;0.574;0.37;0.284;15.0;78.7;49.4;69.2;9.6;5.0;19.4;100.0;106.0;93.6;SAC;GSW;98;2020;6/01/2020;True
0.513;0.545;0.88;8.0;34.0;42.0;19.0;6.0;4.0;13.0;116.0;0.637;0.588;0.275;0.313;20.5;87.2;53.8;46.3;6.4;6.9;12.5;100.0;123.6;95.9;SAS;DAL;90;2016;5/02/2016;True
0.452;0.2;0.778;5.0;31.0;36.0;17.0;7.0;2.0;15.0;90.0;0.53;0.473;0.205;0.37;12.8;79.5;46.2;51.5;7.5;3.4;15.0;100.0;95.9;123.6;DAL;SAS;116;2016;5/02/2016;False
0.529;0.308;1.0;8.0;40.0;48.0;27.0;3.0;5.0;9.0;108.0;0.608;0.598;0.448;0.046;21.6;90.9;59.3;58.7;3.4;10.4;9.2;100.0;123.5;112.0;TOR;DET;98;2018;9/04/2018;True
0.449;0.3;0.76;4.0;29.0;33.0;22.0;7.0;2.0;3.0;98.0;0.551;0.506;0.385;0.321;9.1;78.4;40.7;62.9;8.0;4.2;3.3;100.0;112.0;123.5;DET;TOR;108;2018;9/04/2018;False
0.424;0.286;0.696;10.0;39.0;49.0;24.0;8.0;3.0;14.0;96.0;0.505;0.471;0.329;0.271;21.3;86.7;53.3;66.7;8.2;7.7;12.8;100.0;98.7;96.6;MIA;LAL;94;2021;20/02/2021;True
0.393;0.289;0.882;6.0;37.0;43.0;25.0;5.0;6.0;14.0;94.0;0.514;0.47;0.536;0.202;13.3;78.7;46.7;75.8;5.1;10.5;13.3;100.0;96.6;98.7;LAL;MIA;96;2021;20/02/2021;False
0.467;0.333;0.864;9.0;38.0;47.0;27.0;5.0;6.0;12.0;112.0;0.562;0.517;0.3;0.244;20.5;77.6;50.5;64.3;4.9;9.4;10.7;100.0;110.8;112.8;SAS;ATL;114;2017;1/01/2017;False
0.457;0.5;0.593;11.0;35.0;46.0;25.0;6.0;6.0;11.0;114.0;0.549;0.533;0.304;0.293;22.4;79.5;49.5;59.5;5.9;9.5;9.6;100.0;112.8;110.8;ATL;SAS;112;2017;1/01/2017;True
0.48;0.432;0.862;3.0;29.0;32.0;20.0;9.0;0.0;18.0;113.0;0.644;0.587;0.493;0.387;8.8;74.4;43.8;55.6;9.1;0.0;17.0;100.0;114.1;107.0;CHI;SAC;106;2020;2/12/2019;True
0.482;0.273;0.85;10.0;31.0;41.0;22.0;7.0;5.0;18.0;106.0;0.577;0.536;0.398;0.241;25.6;91.2;56.2;55.0;7.1;13.2;16.4;100.0;107.0;114.1;SAC;CHI;113;2020;2/12/2019;False
0.452;0.355;0.929;9.0;36.0;45.0;31.0;8.0;5.0;13.0;108.0;0.545;0.511;0.333;0.151;19.6;87.8;51.7;73.8;7.8;9.4;11.6;100.0;105.4;101.5;ORL;LAL;104;2019;25/11/2018;True
0.468;0.385;0.645;5.0;37.0;42.0;22.0;9.0;10.0;18.0;104.0;0.561;0.532;0.329;0.392;12.2;80.4;48.3;59.5;8.8;16.1;16.3;100.0;101.5;105.4;LAL;ORL;108;2019;25/11/2018;False
0.507;0.4;0.861;7.0;27.0;34.0;24.0;15.0;3.0;24.0;117.0;0.658;0.589;0.411;0.493;20.6;73.0;47.9;64.9;14.2;6.8;21.3;100.0;110.8;119.3;WAS;CHI;126;2020;23/02/2020;False
0.556;0.486;0.643;10.0;27.0;37.0;27.0;15.0;4.0;26.0;126.0;0.675;0.667;0.457;0.346;27.0;79.4;52.1;60.0;14.2;9.3;21.8;100.0;119.3;110.8;CHI;WAS;117;2020;23/02/2020;True
0.37;0.28;0.722;8.0;26.0;34.0;18.0;8.0;3.0;7.0;93.0;0.48;0.414;0.309;0.444;15.7;76.5;40.0;60.0;8.6;6.7;6.7;100.0;99.7;118.9;BOS;UTA;111;2016;19/02/2016;False
0.544;0.435;0.614;8.0;43.0;51.0;22.0;4.0;8.0;15.0;111.0;0.635;0.618;0.338;0.647;23.5;84.3;60.0;59.5;4.3;14.3;14.7;100.0;118.9;99.7;UTA;BOS;93;2016;19/02/2016;True
0.47;0.25;0.711;13.0;40.0;53.0;18.0;8.0;6.0;18.0;111.0;0.557;0.506;0.289;0.458;27.7;87.0;57.0;46.2;7.6;9.8;15.3;100.0;105.9;101.1;UTA;ATL;106;2020;19/12/2019;True
0.433;0.379;0.895;6.0;34.0;40.0;24.0;8.0;1.0;16.0;106.0;0.539;0.494;0.322;0.211;13.0;72.3;43.0;61.5;7.6;1.7;14.0;100.0;101.1;105.9;ATL;UTA;111;2020;19/12/2019;False
0.456;0.364;1.0;11.0;34.0;45.0;29.0;9.0;7.0;14.0;116.0;0.582;0.522;0.367;0.244;25.0;85.0;53.6;70.7;9.0;12.1;12.3;100.0;116.1;108.1;ORL;BOS;108;2019;7/04/2019;True
0.472;0.387;0.857;6.0;33.0;39.0;28.0;9.0;4.0;13.0;108.0;0.567;0.539;0.348;0.157;15.0;75.0;46.4;66.7;9.0;7.0;12.0;100.0;108.1;116.1;BOS;ORL;116;2019;7/04/2019;False
0.39;0.286;0.742;11.0;41.0;52.0;23.0;9.0;4.0;23.0;97.0;0.507;0.451;0.427;0.378;26.8;82.0;57.1;71.9;8.7;8.2;19.4;100.0;93.2;98.1;UTA;HOU;102;2019;17/12/2018;False
0.372;0.324;0.839;9.0;30.0;39.0;16.0;13.0;7.0;17.0;102.0;0.512;0.442;0.43;0.36;18.0;73.2;42.9;50.0;12.5;14.9;14.6;100.0;98.1;93.2;HOU;UTA;97;2019;17/12/2018;True
0.326;0.271;0.667;14.0;33.0;47.0;19.0;13.0;7.0;16.0;85.0;0.425;0.397;0.522;0.196;23.7;68.8;43.9;63.3;13.3;13.5;13.8;100.0;86.7;91.8;OKC;ORL;90;2022;20/03/2022;False
0.386;0.226;0.792;15.0;45.0;60.0;22.0;11.0;4.0;21.0;90.0;0.481;0.428;0.373;0.289;31.3;76.3;56.1;68.8;11.2;9.1;18.3;100.0;91.8;86.7;ORL;OKC;85;2022;20/03/2022;True
0.5;0.438;0.704;11.0;44.0;55.0;26.0;10.0;12.0;20.0;117.0;0.61;0.583;0.381;0.321;25.6;81.5;56.7;61.9;9.6;21.1;17.3;100.0;112.5;96.1;LAL;HOU;100;2021;12/01/2021;True
0.392;0.3;0.75;10.0;32.0;42.0;23.0;14.0;5.0;13.0;100.0;0.481;0.454;0.412;0.165;18.5;74.4;43.3;60.5;13.5;9.6;11.1;100.0;96.1;112.5;HOU;LAL;117;2021;12/01/2021;False
0.448;0.306;0.6;14.0;28.0;42.0;26.0;15.0;3.0;21.0;109.0;0.52;0.505;0.375;0.208;26.4;80.0;47.7;60.5;14.0;6.4;16.7;100.0;101.4;115.3;ATL;OKC;124;2019;30/11/2018;False
0.523;0.439;0.933;7.0;39.0;46.0;30.0;12.0;7.0;20.0;124.0;0.655;0.625;0.466;0.17;20.0;73.6;52.3;65.2;11.2;11.7;17.5;100.0;115.3;101.4;OKC;ATL;109;2019;30/11/2018;True
0.512;0.5;0.684;10.0;33.0;43.0;25.0;4.0;4.0;14.0;111.0;0.601;0.583;0.286;0.226;23.8;71.7;48.9;58.1;4.2;6.8;13.2;100.0;116.2;106.8;NOP;POR;102;2018;17/04/2018;True
0.451;0.375;0.8;13.0;32.0;45.0;20.0;5.0;4.0;16.0;102.0;0.535;0.516;0.352;0.11;28.3;76.2;51.1;48.8;5.2;6.7;14.4;100.0;106.8;116.2;POR;NOP;111;2018;17/04/2018;False
0.558;0.564;0.923;7.0;35.0;42.0;21.0;5.0;7.0;9.0;130.0;0.709;0.686;0.453;0.151;22.6;72.9;53.2;43.8;5.6;13.0;8.9;100.0;144.7;119.1;HOU;ORL;107;2020;13/12/2019;True
0.44;0.405;0.75;13.0;24.0;37.0;24.0;3.0;6.0;6.0;107.0;0.546;0.522;0.407;0.176;27.1;77.4;46.8;60.0;3.3;12.8;5.8;100.0;119.1;144.7;ORL;HOU;130;2020;13/12/2019;False
0.493;0.375;0.688;3.0;20.0;23.0;28.0;10.0;3.0;18.0;92.0;0.575;0.555;0.329;0.219;7.9;57.1;31.5;77.8;10.7;6.4;18.4;100.0;98.5;111.4;MEM;DEN;104;2018;24/11/2017;False
0.506;0.281;0.577;15.0;35.0;50.0;24.0;9.0;4.0;21.0;104.0;0.575;0.563;0.405;0.329;42.9;92.1;68.5;60.0;9.6;8.2;18.8;100.0;111.4;98.5;DEN;MEM;92;2018;24/11/2017;True
0.519;0.471;0.733;7.0;40.0;47.0;29.0;8.0;8.0;15.0;109.0;0.637;0.62;0.43;0.19;19.4;87.0;57.3;70.7;8.5;16.7;14.9;100.0;116.1;95.9;GSW;SAC;90;2022;3/04/2022;True
0.383;0.212;0.875;6.0;29.0;35.0;19.0;5.0;1.0;12.0;90.0;0.491;0.426;0.407;0.296;13.0;80.6;42.7;61.3;5.3;2.2;11.6;100.0;95.9;116.1;SAC;GSW;109;2022;3/04/2022;False
0.547;0.486;0.808;13.0;27.0;40.0;32.0;11.0;4.0;13.0;132.0;0.677;0.645;0.407;0.302;39.4;77.1;58.8;68.1;11.5;7.8;11.8;100.0;138.3;128.9;ATL;IND;123;2022;28/03/2022;True
0.517;0.472;0.889;8.0;20.0;28.0;32.0;7.0;6.0;14.0;123.0;0.648;0.615;0.414;0.207;22.9;60.6;41.2;71.1;7.3;11.8;12.9;100.0;128.9;138.3;IND;ATL;132;2022;28/03/2022;False
0.461;0.3;0.75;11.0;35.0;46.0;18.0;5.0;6.0;16.0;106.0;0.542;0.511;0.337;0.225;25.0;81.4;52.9;43.9;5.0;9.1;14.1;100.0;105.6;100.6;POR;MIN;101;2016;2/11/2015;True
0.43;0.231;0.769;8.0;33.0;41.0;22.0;10.0;4.0;15.0;101.0;0.525;0.449;0.165;0.494;18.6;75.0;47.1;64.7;10.0;6.8;13.5;100.0;100.6;105.6;MIN;POR;106;2016;2/11/2015;False
0.436;0.35;0.769;15.0;39.0;54.0;18.0;6.0;6.0;20.0;95.0;0.531;0.481;0.256;0.333;36.6;79.6;60.0;52.9;6.6;8.6;18.3;100.0;104.7;100.3;OKC;SAS;91;2016;10/05/2016;True
0.398;0.444;0.765;10.0;26.0;36.0;19.0;11.0;6.0;7.0;91.0;0.477;0.443;0.205;0.193;20.4;63.4;40.0;54.3;12.1;10.3;6.8;100.0;100.3;104.7;SAS;OKC;95;2016;10/05/2016;False
0.375;0.133;0.84;16.0;32.0;48.0;7.0;6.0;5.0;12.0;89.0;0.449;0.386;0.17;0.284;33.3;91.4;57.8;21.2;6.5;11.4;10.8;100.0;96.6;112.9;TOR;MIA;104;2017;11/03/2017;False
0.486;0.393;0.697;3.0;32.0;35.0;21.0;8.0;10.0;12.0;104.0;0.601;0.563;0.389;0.458;8.6;66.7;42.2;60.0;8.7;13.7;12.2;100.0;112.9;96.6;MIA;TOR;89;2017;11/03/2017;True
0.429;0.286;0.688;10.0;30.0;40.0;20.0;9.0;3.0;7.0;108.0;0.514;0.473;0.308;0.352;20.8;85.7;48.2;51.3;9.2;7.7;6.2;100.0;110.3;125.6;NYK;PHI;123;2022;2/03/2022;False
0.52;0.472;0.848;5.0;38.0;43.0;24.0;2.0;8.0;14.0;123.0;0.687;0.633;0.48;0.44;14.3;79.2;51.8;61.5;2.0;12.7;13.5;100.0;125.6;110.3;PHI;NYK;108;2022;2/03/2022;True
0.433;0.4;0.857;15.0;37.0;52.0;20.0;10.0;7.0;8.0;108.0;0.528;0.467;0.167;0.311;30.0;80.4;54.2;51.3;10.5;14.6;7.3;100.0;113.9;108.7;IND;BRK;103;2018;14/02/2018;True
0.422;0.371;0.741;9.0;35.0;44.0;24.0;4.0;2.0;13.0;103.0;0.543;0.5;0.422;0.325;19.6;70.0;45.8;68.6;4.2;2.7;12.1;100.0;108.7;113.9;BRK;IND;108;2018;14/02/2018;False
0.556;0.429;0.885;12.0;46.0;58.0;34.0;2.0;3.0;14.0;135.0;0.665;0.622;0.311;0.289;30.8;78.0;59.2;68.0;2.0;4.8;12.1;100.0;137.6;101.9;NOP;ORL;100;2021;22/04/2021;True
0.367;0.361;0.789;13.0;27.0;40.0;13.0;6.0;6.0;4.0;100.0;0.47;0.434;0.367;0.194;22.0;69.2;40.8;36.1;6.1;9.7;3.6;100.0;101.9;137.6;ORL;NOP;135;2021;22/04/2021;False
0.517;0.314;0.781;10.0;32.0;42.0;27.0;5.0;5.0;16.0;126.0;0.623;0.58;0.402;0.368;22.7;74.4;48.3;60.0;4.7;8.8;13.7;100.0;117.4;119.2;HOU;POR;128;2021;26/12/2020;False
0.461;0.422;0.652;11.0;34.0;45.0;27.0;10.0;5.0;13.0;128.0;0.571;0.554;0.441;0.225;25.6;77.3;51.7;57.4;9.3;9.6;10.4;100.0;119.2;117.4;POR;HOU;126;2021;26/12/2020;True
0.506;0.429;0.667;8.0;33.0;41.0;33.0;7.0;4.0;15.0;122.0;0.63;0.612;0.494;0.318;19.5;80.5;50.0;76.7;6.8;5.6;13.4;100.0;119.2;121.2;HOU;LAL;124;2021;12/05/2021;False
0.571;0.35;0.591;8.0;33.0;41.0;28.0;8.0;3.0;11.0;124.0;0.616;0.61;0.22;0.242;19.5;80.5;50.0;53.8;7.8;7.0;9.8;100.0;121.2;119.2;LAL;HOU;122;2021;12/05/2021;True
0.419;0.235;0.75;4.0;39.0;43.0;27.0;2.0;6.0;17.0;86.0;0.48;0.465;0.395;0.093;8.0;84.8;44.8;75.0;2.0;10.5;16.0;100.0;84.2;121.4;MIA;MIL;124;2019;15/01/2019;False
0.5;0.436;0.611;7.0;46.0;53.0;35.0;8.0;6.0;7.0;124.0;0.597;0.589;0.406;0.188;15.2;92.0;55.2;72.9;7.8;11.5;6.3;100.0;121.4;84.2;MIL;MIA;86;2019;15/01/2019;True
0.4;0.333;0.714;17.0;28.0;45.0;17.0;3.0;1.0;16.0;92.0;0.498;0.45;0.3;0.35;36.2;80.0;54.9;53.1;3.4;2.2;14.8;100.0;104.9;132.3;BOS;MIL;116;2018;20/04/2018;False
0.57;0.485;0.667;7.0;30.0;37.0;28.0;8.0;12.0;9.0;116.0;0.678;0.671;0.418;0.19;20.0;63.8;45.1;62.2;9.1;21.4;9.5;100.0;132.3;104.9;MIL;BOS;92;2018;20/04/2018;True
0.448;0.414;0.833;6.0;36.0;42.0;15.0;6.0;3.0;14.0;100.0;0.542;0.517;0.333;0.138;14.3;70.6;45.2;38.5;6.2;4.6;13.2;100.0;102.5;103.5;NYK;WAS;101;2019;17/01/2019;False
0.435;0.259;0.7;15.0;36.0;51.0;23.0;9.0;2.0;13.0;101.0;0.501;0.473;0.293;0.217;29.4;85.7;54.8;57.5;9.2;3.4;11.4;100.0;103.5;102.5;WAS;NYK;100;2019;17/01/2019;True
0.43;0.389;0.767;9.0;32.0;41.0;19.0;9.0;7.0;18.0;98.0;0.531;0.475;0.228;0.38;22.5;78.0;50.6;55.9;9.1;10.3;16.3;100.0;99.1;107.2;TOR;WAS;106;2018;22/04/2018;False
0.459;0.412;0.677;9.0;31.0;40.0;23.0;10.0;8.0;13.0;106.0;0.537;0.5;0.2;0.365;22.0;77.5;49.4;59.0;10.1;13.1;11.6;100.0;107.2;99.1;WAS;TOR;98;2018;22/04/2018;True
